               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,             0.04444,            0.022008,           0.0039516,              0.9553,             0.88975,             0.94225,             0.47547,            0.040822,            0.017361,           0.0049948,           0.0005116,           0.0005116,           0.0005116
                 150,            0.044373,            0.021577,           0.0043559,             0.96434,             0.89064,             0.94047,             0.47243,            0.040686,            0.017349,           0.0043022,           0.0005083,           0.0005083,           0.0005083
                 151,            0.044949,            0.021612,           0.0038561,             0.95494,             0.89836,             0.93843,             0.46714,            0.040986,            0.017771,           0.0042157,            0.000505,            0.000505,            0.000505
                 152,            0.043003,            0.022714,           0.0035557,             0.95993,             0.89968,             0.94753,             0.47653,            0.040253,            0.017405,           0.0039083,           0.0005017,           0.0005017,           0.0005017
                 153,            0.043933,            0.021958,           0.0039041,             0.93359,             0.91447,               0.948,             0.47585,            0.040698,            0.017627,           0.0049321,           0.0004984,           0.0004984,           0.0004984
                 154,            0.043503,            0.021363,           0.0036996,             0.93385,             0.91605,             0.94255,              0.4745,            0.040593,            0.017327,           0.0042666,           0.0004951,           0.0004951,           0.0004951
                 155,            0.042654,            0.020969,           0.0034419,             0.93577,             0.89354,             0.93853,             0.47303,            0.040679,            0.017318,           0.0040235,           0.0004918,           0.0004918,           0.0004918
                 156,            0.043452,            0.021995,           0.0034906,             0.95759,             0.89477,              0.9473,             0.46231,            0.041078,            0.017977,           0.0040632,           0.0004885,           0.0004885,           0.0004885
                 157,            0.045113,            0.023733,           0.0037383,             0.95059,             0.91068,              0.9434,             0.48308,            0.040175,            0.017297,           0.0044559,           0.0004852,           0.0004852,           0.0004852
                 158,            0.045294,            0.023045,           0.0037342,             0.92036,             0.92624,             0.93577,               0.476,            0.040269,            0.017238,           0.0043054,           0.0004819,           0.0004819,           0.0004819
                 159,            0.042528,            0.022466,           0.0034428,             0.92675,             0.91275,             0.94947,             0.46797,             0.04096,            0.017278,           0.0046487,           0.0004786,           0.0004786,           0.0004786
                 160,            0.043743,            0.021927,           0.0035644,             0.92931,             0.92343,             0.93979,             0.47461,            0.040155,            0.017315,           0.0038512,           0.0004753,           0.0004753,           0.0004753
                 161,            0.041865,             0.02135,           0.0033346,             0.95039,             0.90599,             0.94192,             0.46865,            0.040817,            0.017344,           0.0041861,            0.000472,            0.000472,            0.000472
                 162,            0.042128,            0.021741,           0.0033089,             0.94203,             0.91615,             0.94859,             0.47892,            0.039807,             0.01701,           0.0044353,           0.0004687,           0.0004687,           0.0004687
                 163,            0.042638,            0.021784,           0.0027619,             0.94223,             0.91428,              0.9458,             0.47698,            0.039727,            0.017266,           0.0048648,           0.0004654,           0.0004654,           0.0004654
                 164,            0.043383,            0.022197,           0.0030816,              0.9608,             0.88996,             0.94042,             0.47903,            0.039921,            0.017505,           0.0047098,           0.0004621,           0.0004621,           0.0004621
                 165,            0.043019,             0.02245,           0.0031749,             0.95052,             0.90967,             0.93797,             0.46585,            0.041084,            0.017466,           0.0040674,           0.0004588,           0.0004588,           0.0004588
                 166,            0.042858,            0.021868,            0.003122,             0.94223,             0.91176,             0.94451,               0.478,            0.040382,            0.017024,           0.0042613,           0.0004555,           0.0004555,           0.0004555
                 167,            0.042718,            0.021459,           0.0033841,             0.95222,             0.91621,             0.94141,             0.48084,            0.039689,            0.017083,           0.0040326,           0.0004522,           0.0004522,           0.0004522
                 168,            0.042925,            0.021947,            0.003174,             0.95458,             0.91276,             0.95149,             0.48174,            0.039927,            0.016925,           0.0039369,           0.0004489,           0.0004489,           0.0004489
                 169,            0.041935,            0.021741,           0.0030165,             0.93451,             0.92863,             0.94808,             0.48358,            0.039805,            0.017047,           0.0047093,           0.0004456,           0.0004456,           0.0004456
                 170,            0.041858,            0.021707,           0.0027858,             0.93774,             0.92352,             0.94077,             0.48017,            0.039994,            0.017048,           0.0040227,           0.0004423,           0.0004423,           0.0004423
                 171,            0.042823,            0.022183,           0.0032682,             0.94551,             0.91247,              0.9481,              0.4708,            0.040416,             0.01704,           0.0049881,            0.000439,            0.000439,            0.000439
                 172,            0.041802,            0.021891,           0.0029064,             0.95426,             0.89983,             0.94187,             0.47423,            0.040463,            0.017261,           0.0043396,           0.0004357,           0.0004357,           0.0004357
                 173,            0.041643,            0.021185,           0.0029993,             0.94215,             0.90065,             0.93923,             0.48114,            0.039788,            0.017229,           0.0050136,           0.0004324,           0.0004324,           0.0004324
                 174,            0.041598,            0.020607,           0.0036371,             0.94115,             0.90005,             0.94072,              0.4729,            0.039611,            0.017351,           0.0054325,           0.0004291,           0.0004291,           0.0004291
                 175,            0.041282,            0.020946,           0.0029644,              0.9539,             0.91457,             0.94523,             0.48577,            0.038944,            0.017029,           0.0043722,           0.0004258,           0.0004258,           0.0004258
                 176,             0.04327,            0.022299,           0.0036554,              0.9346,             0.92203,             0.93234,             0.47469,            0.039689,            0.017147,           0.0053101,           0.0004225,           0.0004225,           0.0004225
                 177,            0.040662,            0.021355,           0.0028806,             0.94432,             0.91494,             0.93902,             0.48035,            0.039726,            0.017468,           0.0048319,           0.0004192,           0.0004192,           0.0004192
                 178,            0.041601,            0.022058,           0.0029923,             0.93605,             0.90746,             0.93127,             0.47918,            0.039662,            0.017273,           0.0047904,           0.0004159,           0.0004159,           0.0004159
                 179,            0.040676,            0.021544,           0.0028982,             0.94656,             0.90633,             0.94222,             0.47589,            0.039786,            0.016999,           0.0047387,           0.0004126,           0.0004126,           0.0004126
                 180,            0.040338,            0.021563,           0.0026708,             0.91853,             0.92586,             0.93451,             0.48181,            0.039255,            0.016739,           0.0053309,           0.0004093,           0.0004093,           0.0004093
                 181,            0.040743,            0.022067,           0.0027803,             0.93325,             0.91008,              0.9354,              0.4852,            0.039858,            0.017341,           0.0059776,            0.000406,            0.000406,            0.000406
                 182,            0.042137,            0.021341,           0.0031595,             0.94716,              0.9181,             0.94932,             0.47858,            0.040059,            0.017252,           0.0048342,           0.0004027,           0.0004027,           0.0004027
                 183,            0.043039,            0.022343,            0.003118,             0.92301,             0.90691,             0.93121,             0.48325,            0.039548,            0.017126,            0.006461,           0.0003994,           0.0003994,           0.0003994
                 184,            0.041991,            0.021975,           0.0031634,             0.94547,             0.89901,             0.94381,             0.47614,            0.040575,            0.017148,           0.0058541,           0.0003961,           0.0003961,           0.0003961
                 185,            0.041902,            0.021764,           0.0029437,             0.93552,             0.91625,             0.95056,             0.47445,            0.039876,            0.017263,            0.006151,           0.0003928,           0.0003928,           0.0003928
                 186,            0.040821,            0.021094,           0.0029345,             0.93848,             0.92401,             0.94515,              0.4844,            0.039387,            0.016912,            0.005699,           0.0003895,           0.0003895,           0.0003895
                 187,             0.04039,            0.020797,           0.0027029,             0.94839,             0.92079,             0.95738,             0.48259,            0.039538,            0.017163,           0.0044709,           0.0003862,           0.0003862,           0.0003862
                 188,            0.040939,            0.021662,           0.0026566,             0.92795,             0.92833,             0.94884,              0.4867,            0.039599,            0.017406,           0.0046037,           0.0003829,           0.0003829,           0.0003829
                 189,            0.039869,            0.021341,           0.0027145,             0.92605,             0.92157,             0.94962,             0.48938,            0.039779,            0.017178,           0.0049661,           0.0003796,           0.0003796,           0.0003796
                 190,            0.039645,            0.021656,           0.0026397,             0.95632,             0.90942,             0.95056,             0.49817,            0.038931,            0.016851,           0.0054509,           0.0003763,           0.0003763,           0.0003763
                 191,            0.040897,            0.021888,           0.0030176,             0.95033,             0.91393,             0.94992,             0.49998,            0.039158,            0.017088,           0.0049277,            0.000373,            0.000373,            0.000373
                 192,            0.040371,            0.021486,           0.0025406,             0.92555,             0.92507,             0.94684,             0.48491,            0.039499,            0.017244,           0.0044514,           0.0003697,           0.0003697,           0.0003697
                 193,            0.041046,              0.0207,            0.003104,             0.94981,             0.90706,             0.94172,             0.47982,            0.039322,            0.016998,           0.0046254,           0.0003664,           0.0003664,           0.0003664
                 194,            0.040621,             0.02141,           0.0029082,             0.93992,             0.92622,              0.9449,             0.48024,            0.040004,            0.017282,           0.0033502,           0.0003631,           0.0003631,           0.0003631
                 195,            0.039452,            0.020803,           0.0024741,             0.93046,             0.91534,             0.94256,             0.48214,            0.039429,            0.017265,            0.003687,           0.0003598,           0.0003598,           0.0003598
                 196,             0.04011,            0.021399,           0.0025585,             0.93525,              0.9068,             0.94315,             0.48562,             0.03906,            0.017052,           0.0036231,           0.0003565,           0.0003565,           0.0003565
                 197,            0.039611,            0.020319,             0.00239,             0.93524,             0.90114,             0.93819,              0.4876,            0.039366,            0.017115,           0.0038446,           0.0003532,           0.0003532,           0.0003532
                 198,            0.039381,            0.020673,           0.0027119,             0.93328,             0.91979,             0.94328,             0.49322,            0.038845,            0.016801,           0.0048016,           0.0003499,           0.0003499,           0.0003499
                 199,             0.03987,            0.020815,           0.0023819,             0.93948,              0.9188,             0.94804,             0.48646,            0.039071,            0.017175,           0.0043545,           0.0003466,           0.0003466,           0.0003466
                 200,             0.03975,            0.020896,           0.0027373,             0.94005,              0.9188,             0.94897,             0.49133,            0.038879,            0.017327,           0.0045972,           0.0003433,           0.0003433,           0.0003433
                 201,            0.040801,            0.021686,           0.0024438,             0.94007,             0.90769,             0.93877,             0.48232,            0.039211,            0.017291,           0.0051327,             0.00034,             0.00034,             0.00034
                 202,            0.040254,            0.020773,            0.002576,             0.93025,             0.91448,             0.93942,             0.47992,            0.038999,            0.016912,           0.0054396,           0.0003367,           0.0003367,           0.0003367
                 203,            0.039224,            0.020447,           0.0023074,               0.948,              0.9203,             0.94187,             0.48439,            0.039137,            0.017182,           0.0050884,           0.0003334,           0.0003334,           0.0003334
                 204,             0.03944,            0.021026,           0.0024419,             0.95227,             0.92628,             0.95371,             0.49286,            0.038518,            0.017188,           0.0043551,           0.0003301,           0.0003301,           0.0003301
                 205,            0.039927,            0.020914,           0.0029259,             0.95477,             0.91576,             0.94157,             0.48195,            0.039365,            0.017298,           0.0042509,           0.0003268,           0.0003268,           0.0003268
                 206,            0.039893,            0.020378,           0.0026269,              0.9394,             0.90465,             0.93638,             0.48218,             0.03906,            0.017495,            0.004449,           0.0003235,           0.0003235,           0.0003235
                 207,             0.03976,            0.020559,           0.0025301,             0.94904,             0.90041,             0.93961,             0.48865,            0.039094,            0.017463,           0.0046286,           0.0003202,           0.0003202,           0.0003202
                 208,            0.039268,            0.020328,           0.0022591,             0.93275,             0.91304,             0.95043,             0.49236,            0.038621,            0.017199,           0.0051475,           0.0003169,           0.0003169,           0.0003169
                 209,            0.040151,            0.021079,           0.0026184,              0.9206,             0.93349,             0.94664,             0.48411,            0.039695,            0.016981,           0.0051198,           0.0003136,           0.0003136,           0.0003136
                 210,            0.038721,             0.02004,           0.0021277,              0.9282,              0.9094,              0.9431,             0.48447,            0.038959,            0.017193,           0.0061881,           0.0003103,           0.0003103,           0.0003103
                 211,            0.039695,            0.021221,           0.0026896,             0.93229,             0.91877,             0.94294,               0.486,            0.039006,            0.017303,           0.0056882,            0.000307,            0.000307,            0.000307
                 212,            0.040562,            0.020489,           0.0024733,              0.9337,             0.90909,             0.93836,             0.48361,            0.039114,            0.017288,           0.0051118,           0.0003037,           0.0003037,           0.0003037
                 213,            0.039811,            0.020438,           0.0026264,             0.93704,             0.90983,             0.94115,             0.48415,            0.039154,            0.017222,           0.0047049,           0.0003004,           0.0003004,           0.0003004
                 214,            0.040348,            0.021723,           0.0028702,              0.9324,             0.90853,             0.94422,             0.49291,            0.039037,            0.016847,           0.0052849,           0.0002971,           0.0002971,           0.0002971
                 215,            0.039286,            0.021285,           0.0023349,             0.94888,             0.89368,             0.94669,              0.4818,            0.039556,            0.017196,           0.0040268,           0.0002938,           0.0002938,           0.0002938
                 216,             0.03973,            0.020206,           0.0027672,             0.94227,             0.89913,             0.94638,             0.48981,            0.038709,            0.016989,           0.0035422,           0.0002905,           0.0002905,           0.0002905
                 217,            0.038763,             0.02009,            0.002459,             0.94124,             0.90148,             0.93368,             0.48545,            0.038668,             0.01729,           0.0038862,           0.0002872,           0.0002872,           0.0002872
                 218,            0.038185,            0.020395,           0.0022113,             0.93614,             0.92079,             0.94927,             0.48586,            0.038807,            0.016867,           0.0038362,           0.0002839,           0.0002839,           0.0002839
                 219,             0.03882,             0.01987,           0.0024369,             0.95399,             0.91769,             0.95473,             0.49568,            0.038475,            0.016921,            0.003853,           0.0002806,           0.0002806,           0.0002806
                 220,            0.039788,            0.021349,           0.0026486,             0.93638,             0.92989,             0.95065,             0.48717,            0.039045,             0.01704,           0.0048757,           0.0002773,           0.0002773,           0.0002773
                 221,            0.039784,            0.020928,           0.0027193,             0.94631,             0.91045,             0.95246,              0.4889,            0.039381,            0.016914,           0.0045303,            0.000274,            0.000274,            0.000274
                 222,            0.038878,            0.020735,           0.0025595,              0.9652,             0.88869,             0.94585,             0.49273,            0.039095,            0.017191,           0.0044886,           0.0002707,           0.0002707,           0.0002707
                 223,            0.038862,            0.020964,           0.0022845,             0.92834,             0.91585,             0.94491,             0.49833,            0.038697,            0.016911,           0.0050842,           0.0002674,           0.0002674,           0.0002674
                 224,            0.038583,            0.019757,           0.0024713,             0.94857,             0.91812,             0.94406,             0.49813,             0.03855,            0.016859,           0.0045086,           0.0002641,           0.0002641,           0.0002641
                 225,            0.038876,            0.021238,           0.0024518,             0.95074,             0.93164,             0.95808,             0.49585,            0.038494,            0.016747,           0.0044955,           0.0002608,           0.0002608,           0.0002608
                 226,            0.038289,            0.020445,           0.0022201,             0.95383,             0.92563,             0.95306,             0.50563,            0.038732,            0.016834,           0.0046185,           0.0002575,           0.0002575,           0.0002575
                 227,            0.038439,            0.020143,           0.0023051,             0.92374,             0.94061,             0.94915,             0.49681,            0.038398,            0.016852,           0.0043526,           0.0002542,           0.0002542,           0.0002542
                 228,            0.038803,            0.020651,           0.0021529,             0.96131,              0.9043,             0.95542,             0.49503,            0.038547,            0.016777,           0.0040711,           0.0002509,           0.0002509,           0.0002509
                 229,            0.037287,            0.020016,           0.0021166,             0.94848,             0.92299,             0.95267,             0.49817,             0.03874,            0.016969,           0.0039938,           0.0002476,           0.0002476,           0.0002476
                 230,            0.037846,            0.020058,           0.0021307,             0.96964,             0.89988,              0.9497,             0.49481,            0.038537,            0.016858,           0.0032941,           0.0002443,           0.0002443,           0.0002443
                 231,            0.039692,            0.020541,           0.0024599,             0.94981,             0.92927,             0.95809,             0.49164,             0.03878,            0.016961,           0.0033287,            0.000241,            0.000241,            0.000241
                 232,            0.037902,            0.020042,           0.0023661,             0.93842,             0.92178,             0.95316,             0.48974,            0.038671,            0.017305,           0.0032457,           0.0002377,           0.0002377,           0.0002377
                 233,            0.038738,            0.021825,           0.0023408,             0.94365,             0.92232,              0.9586,             0.50521,            0.038194,             0.01691,           0.0033967,           0.0002344,           0.0002344,           0.0002344
                 234,            0.038261,            0.021128,           0.0024583,             0.95253,             0.91493,              0.9557,             0.49759,            0.038366,            0.016741,           0.0035467,           0.0002311,           0.0002311,           0.0002311
                 235,              0.0384,             0.02093,           0.0023253,             0.94989,             0.91741,             0.94947,             0.49538,            0.038658,            0.016657,           0.0034324,           0.0002278,           0.0002278,           0.0002278
                 236,            0.037164,            0.020673,           0.0021005,             0.94166,             0.93659,               0.963,             0.50066,            0.038293,            0.016553,           0.0038726,           0.0002245,           0.0002245,           0.0002245
                 237,            0.037881,            0.020834,           0.0022438,              0.9475,             0.91726,             0.95297,             0.49192,            0.038594,            0.016969,           0.0040462,           0.0002212,           0.0002212,           0.0002212
                 238,             0.03792,            0.019669,           0.0021475,             0.94378,             0.90314,             0.94628,              0.4983,            0.038306,            0.016949,            0.003874,           0.0002179,           0.0002179,           0.0002179
                 239,            0.037024,            0.019853,           0.0018133,             0.94151,             0.92429,              0.9518,             0.48769,            0.038749,            0.016771,           0.0035031,           0.0002146,           0.0002146,           0.0002146
                 240,            0.037791,             0.02107,           0.0021799,             0.94632,             0.91769,             0.95006,             0.49704,            0.038074,             0.01677,           0.0035522,           0.0002113,           0.0002113,           0.0002113
                 241,            0.038578,            0.020296,           0.0023298,             0.93802,             0.92993,             0.95426,             0.49303,            0.038405,            0.016863,           0.0032639,            0.000208,            0.000208,            0.000208
                 242,            0.037652,            0.019701,            0.002035,             0.93171,             0.93174,             0.95888,             0.49007,            0.038509,            0.017095,           0.0033438,           0.0002047,           0.0002047,           0.0002047
                 243,            0.037521,            0.020929,           0.0020705,             0.92293,              0.9281,             0.95188,             0.48962,            0.038337,            0.017042,           0.0034144,           0.0002014,           0.0002014,           0.0002014
                 244,            0.037599,            0.020326,           0.0020026,             0.93669,             0.93661,             0.95516,             0.49693,            0.038156,            0.016646,           0.0035181,           0.0001981,           0.0001981,           0.0001981
                 245,            0.037629,            0.020373,           0.0022199,             0.94271,             0.92605,             0.95226,             0.49697,            0.038414,            0.017042,           0.0034434,           0.0001948,           0.0001948,           0.0001948
                 246,            0.036548,            0.019294,           0.0018331,             0.93678,             0.93675,             0.95697,             0.49454,             0.03817,            0.016662,           0.0036637,           0.0001915,           0.0001915,           0.0001915
                 247,            0.036486,            0.020168,           0.0021347,             0.92299,             0.94544,             0.95593,             0.49257,            0.038237,            0.016732,           0.0037705,           0.0001882,           0.0001882,           0.0001882
                 248,            0.037171,            0.019848,           0.0018447,             0.94935,             0.92166,             0.95769,             0.49914,            0.038181,            0.016705,           0.0039153,           0.0001849,           0.0001849,           0.0001849
                 249,            0.036954,            0.019888,           0.0017096,             0.95474,             0.91982,             0.95693,             0.50323,            0.038079,            0.016569,            0.003733,           0.0001816,           0.0001816,           0.0001816
                 250,            0.035863,            0.018413,           0.0019472,             0.93845,             0.91729,             0.95181,             0.49936,            0.038283,            0.016666,           0.0036802,           0.0001783,           0.0001783,           0.0001783
                 251,            0.037798,            0.019989,           0.0020951,             0.91905,             0.92843,             0.94953,             0.49004,            0.038589,            0.016818,           0.0040585,            0.000175,            0.000175,            0.000175
                 252,            0.037754,            0.020855,           0.0019298,             0.93087,             0.92674,             0.95063,             0.49945,            0.037989,            0.016722,           0.0044398,           0.0001717,           0.0001717,           0.0001717
                 253,            0.036965,            0.020007,           0.0020214,             0.94682,             0.92373,             0.95778,             0.50232,            0.038128,            0.016638,           0.0044093,           0.0001684,           0.0001684,           0.0001684
                 254,            0.036809,             0.02036,           0.0019883,              0.9362,             0.92451,             0.94389,             0.50002,            0.038092,            0.016711,            0.004623,           0.0001651,           0.0001651,           0.0001651
                 255,            0.036418,            0.019976,            0.001926,             0.95073,             0.91806,             0.94882,             0.50046,            0.038373,            0.016756,           0.0043252,           0.0001618,           0.0001618,           0.0001618
                 256,             0.03769,            0.019798,           0.0023781,             0.93951,             0.91725,             0.94404,             0.49738,            0.038685,             0.01693,            0.004161,           0.0001585,           0.0001585,           0.0001585
                 257,            0.036286,            0.020328,           0.0021267,             0.93984,             0.91803,             0.94691,             0.49753,            0.038564,            0.016849,           0.0041862,           0.0001552,           0.0001552,           0.0001552
                 258,            0.036634,            0.019044,           0.0021004,             0.93505,             0.92254,             0.95217,             0.50632,            0.038189,            0.016825,           0.0038996,           0.0001519,           0.0001519,           0.0001519
                 259,            0.036895,             0.02036,           0.0018317,             0.94167,             0.92641,             0.95619,              0.5021,            0.038231,            0.016917,           0.0036937,           0.0001486,           0.0001486,           0.0001486
                 260,             0.03805,              0.0205,           0.0016896,             0.95547,             0.91419,              0.9547,              0.5013,            0.038342,            0.016859,           0.0034395,           0.0001453,           0.0001453,           0.0001453
                 261,            0.036469,            0.019924,           0.0018172,             0.94842,             0.91164,             0.95069,             0.50056,            0.038379,            0.016913,           0.0034307,            0.000142,            0.000142,            0.000142
                 262,            0.037438,            0.020766,           0.0021767,             0.95073,             0.90959,             0.95153,             0.50772,            0.038045,            0.016606,           0.0033827,           0.0001387,           0.0001387,           0.0001387
                 263,            0.036149,            0.020574,           0.0018169,             0.94793,             0.92577,             0.95074,             0.50439,            0.037921,            0.016534,           0.0033119,           0.0001354,           0.0001354,           0.0001354
                 264,            0.037304,            0.020498,           0.0018548,             0.97018,             0.91604,             0.95692,             0.50089,            0.038231,            0.016687,           0.0035436,           0.0001321,           0.0001321,           0.0001321
                 265,            0.036916,            0.019953,           0.0020725,             0.92742,             0.92249,             0.94906,             0.50507,            0.037976,            0.016647,           0.0039951,           0.0001288,           0.0001288,           0.0001288
                 266,            0.036382,            0.020835,           0.0019404,             0.91936,             0.92818,             0.95258,             0.50903,            0.038101,            0.016637,           0.0034545,           0.0001255,           0.0001255,           0.0001255
                 267,            0.035597,            0.019199,           0.0019534,             0.93643,             0.92049,             0.95196,             0.50162,            0.038511,            0.016749,           0.0030893,           0.0001222,           0.0001222,           0.0001222
                 268,            0.036914,            0.018892,           0.0021099,             0.92047,             0.92997,             0.94783,             0.50031,            0.038548,            0.016827,           0.0035949,           0.0001189,           0.0001189,           0.0001189
                 269,            0.035993,            0.019905,           0.0019726,             0.93471,             0.92614,             0.94963,             0.50514,            0.038154,            0.016634,           0.0037126,           0.0001156,           0.0001156,           0.0001156
                 270,            0.036208,             0.02017,           0.0018423,               0.929,             0.92506,             0.94516,               0.496,            0.038584,            0.016731,           0.0040247,           0.0001123,           0.0001123,           0.0001123
                 271,            0.035854,            0.020021,           0.0020991,             0.92964,             0.93637,             0.94952,             0.49305,            0.038395,            0.016601,           0.0037088,            0.000109,            0.000109,            0.000109
                 272,            0.036735,            0.021023,           0.0018984,             0.93162,             0.92409,             0.94348,             0.50111,            0.038417,             0.01654,           0.0035516,           0.0001057,           0.0001057,           0.0001057
                 273,            0.035644,            0.019765,           0.0018438,             0.90992,              0.9432,             0.94648,              0.4982,            0.038692,            0.016517,             0.00395,           0.0001024,           0.0001024,           0.0001024
                 274,            0.036607,            0.020196,           0.0021646,             0.92928,             0.92681,             0.94743,              0.5029,            0.038662,            0.016521,           0.0040952,            9.91e-05,            9.91e-05,            9.91e-05
                 275,            0.036392,            0.019742,           0.0018157,             0.94711,             0.92038,             0.95615,             0.50145,            0.038541,            0.016572,           0.0041028,            9.58e-05,            9.58e-05,            9.58e-05
                 276,            0.035789,            0.019533,           0.0019675,             0.93585,             0.92724,             0.95319,             0.49866,            0.038475,            0.016545,           0.0041261,            9.25e-05,            9.25e-05,            9.25e-05
                 277,            0.036947,            0.020537,           0.0019588,             0.94429,             0.92533,             0.95278,             0.50191,            0.038458,            0.016607,           0.0039572,            8.92e-05,            8.92e-05,            8.92e-05
                 278,            0.036354,            0.019652,           0.0021558,              0.9321,             0.92912,             0.95061,             0.49513,            0.038512,            0.016734,           0.0039703,            8.59e-05,            8.59e-05,            8.59e-05
                 279,            0.036043,            0.020131,           0.0019026,             0.91992,             0.93434,             0.94663,             0.49701,            0.038353,            0.016658,           0.0040467,            8.26e-05,            8.26e-05,            8.26e-05
                 280,            0.035865,            0.019405,           0.0019467,             0.93303,             0.93283,             0.95338,              0.5024,            0.038272,            0.016659,           0.0040373,            7.93e-05,            7.93e-05,            7.93e-05
                 281,            0.035588,            0.019322,           0.0017067,             0.93044,             0.94104,             0.95439,             0.50013,            0.038147,            0.016539,           0.0037729,             7.6e-05,             7.6e-05,             7.6e-05
                 282,            0.036048,            0.019793,           0.0018474,             0.93302,             0.93893,             0.95622,             0.50788,            0.037992,            0.016538,           0.0034426,            7.27e-05,            7.27e-05,            7.27e-05
                 283,            0.036435,            0.019532,           0.0018531,             0.92102,             0.94006,              0.9552,               0.507,            0.038018,            0.016591,           0.0034753,            6.94e-05,            6.94e-05,            6.94e-05
                 284,            0.035097,            0.019033,           0.0017124,             0.94601,             0.91016,             0.95416,             0.49877,             0.03826,            0.016754,           0.0038148,            6.61e-05,            6.61e-05,            6.61e-05
                 285,            0.035002,            0.019404,           0.0014619,             0.93188,             0.93119,             0.95829,             0.50374,            0.038278,            0.016862,            0.003612,            6.28e-05,            6.28e-05,            6.28e-05
                 286,            0.035554,            0.019395,           0.0018925,             0.93015,             0.92888,             0.95579,             0.50917,            0.038019,            0.016775,            0.003421,            5.95e-05,            5.95e-05,            5.95e-05
                 287,            0.034747,            0.019142,           0.0014788,             0.92899,             0.92961,             0.95389,             0.50236,            0.037947,            0.016579,           0.0033567,            5.62e-05,            5.62e-05,            5.62e-05
                 288,            0.036088,            0.020296,           0.0017662,              0.9107,             0.94687,             0.95966,             0.50327,            0.038157,            0.016573,              0.0034,            5.29e-05,            5.29e-05,            5.29e-05
                 289,            0.035851,            0.020041,           0.0017345,             0.93112,             0.94012,             0.96449,              0.5057,            0.038055,            0.016644,           0.0033514,            4.96e-05,            4.96e-05,            4.96e-05
                 290,            0.036118,            0.019746,           0.0020469,             0.93774,             0.92149,             0.95241,             0.50088,            0.038085,            0.016719,           0.0033616,            4.63e-05,            4.63e-05,            4.63e-05
                 291,            0.035766,            0.019484,             0.00195,               0.933,              0.9221,             0.95175,             0.49599,            0.038363,             0.01675,           0.0035596,             4.3e-05,             4.3e-05,             4.3e-05
                 292,            0.036034,             0.01992,           0.0019676,             0.95527,              0.9033,             0.95096,             0.49582,            0.038366,            0.016742,           0.0036158,            3.97e-05,            3.97e-05,            3.97e-05
                 293,            0.035237,            0.018894,           0.0015945,             0.93948,             0.91939,             0.95592,             0.50001,            0.038203,            0.016712,           0.0036314,            3.64e-05,            3.64e-05,            3.64e-05
                 294,            0.036316,             0.02015,           0.0021439,             0.92801,             0.92936,             0.95738,             0.50147,            0.038424,            0.016778,           0.0035649,            3.31e-05,            3.31e-05,            3.31e-05
                 295,            0.035242,            0.019412,           0.0017774,             0.92785,             0.93346,             0.95593,             0.50547,            0.038016,            0.016767,           0.0035327,            2.98e-05,            2.98e-05,            2.98e-05
                 296,            0.034625,            0.019786,            0.001803,             0.92914,             0.91717,             0.94906,             0.49904,            0.038321,            0.016773,           0.0035948,            2.65e-05,            2.65e-05,            2.65e-05
                 297,            0.034742,            0.019028,           0.0015394,             0.93219,             0.92286,             0.95021,             0.49964,            0.038131,             0.01667,           0.0036101,            2.32e-05,            2.32e-05,            2.32e-05
                 298,            0.034669,            0.018771,            0.001461,             0.93186,             0.92122,             0.94769,             0.49929,            0.038192,            0.016711,           0.0036158,            1.99e-05,            1.99e-05,            1.99e-05
                 299,            0.034946,            0.019942,           0.0019032,              0.9367,             0.92299,              0.9502,             0.49925,             0.03815,            0.016753,           0.0034977,            1.66e-05,            1.66e-05,            1.66e-05
